Symbol  ,Date,Expiry,Option type  ,Strike Price,Open  ,High  ,Low  ,Close  ,LTP,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value
NIFTY,06-Oct-22,28-Dec-23,CE,18000,1510,1550,1500,1513.05,1515,1513.05,30,292.8,22.8,18975,950,17331.8
NIFTY,07-Oct-22,28-Dec-23,CE,18000,1460,1500,1450,1490,1490,1490,26,253.25,19.25,19275,300,17314.65
NIFTY,10-Oct-22,28-Dec-23,CE,18000,1420,1470,1390,1430,1430,1926.6,23,223.38,16.38,19925,650,17241
NIFTY,11-Oct-22,28-Dec-23,CE,18000,1415.9,1415.9,1371,1377.95,1371,1377.95,46,445.87,31.87,20375,450,16983.55
NIFTY,12-Oct-22,28-Dec-23,CE,18000,1390.1,1449,1368.7,1407.6,1430,1407.6,36,349.2,25.2,21125,750,17123.6
NIFTY,13-Oct-22,28-Dec-23,CE,18000,1400,1400,1330,1345.5,1375,1345.5,39,377.51,26.51,21425,300,17014.35
NIFTY,14-Oct-22,28-Dec-23,CE,18000,1400.1,1473,1375.05,1386.05,1375.05,1386.05,44,427.68,31.68,21175,-250,17185.7
NIFTY,17-Oct-22,28-Dec-23,CE,18000,1354.95,1425,1354.95,1420.7,1425,1420.7,52,504.36,36.36,22425,1250,17311.8
NIFTY,18-Oct-22,28-Dec-23,CE,18000,1480,1528.85,1450,1508.05,1513.45,1508.05,108,1053.27,81.27,24475,2050,17486.95
NIFTY,19-Oct-22,28-Dec-23,CE,18000,1530.05,1570,1506.55,1517.45,1532,1517.45,223,2179.74,172.74,31675,7200,17512.25
NIFTY,20-Oct-22,28-Dec-23,CE,18000,1487.35,1545.15,1467.85,1535.05,1545.15,1535.05,79,770.73,59.73,34075,2400,17563.95
NIFTY,21-Oct-22,28-Dec-23,CE,18000,1531.2,1599.95,1519.25,1552.25,1558,1552.25,157,1536.37,123.37,37125,3050,17576.3
NIFTY,25-Oct-22,28-Dec-23,CE,18000,1611.1,1641.9,1576.1,1593.6,1591,1593.6,119,1166.75,95.75,42825,4250,17656.35
NIFTY,27-Oct-22,28-Dec-23,CE,18000,1626.25,1641.9,1580,1618.9,1607.2,1618.9,154,1510.06,124.06,45475,2650,17736.95
NIFTY,28-Oct-22,28-Dec-23,CE,18000,1634.55,1652,1585,1613.15,1619.1,1613.15,159,1559.73,128.73,48625,3150,17786.8
NIFTY,31-Oct-22,28-Dec-23,CE,18000,1674.2,1724.75,1670,1705.15,1724.75,1705.15,207,2037.92,174.92,53625,5000,18012.2
NIFTY,01-Nov-22,28-Dec-23,CE,18000,1764.95,1809.9,1738.05,1797.7,1800,1797.7,233,2304.47,207.47,58625,5000,18145.4
NIFTY,02-Nov-22,28-Dec-23,CE,18000,1783.1,1808.9,1738,1758.55,1750,1758.55,697,6885.63,612.63,80575,21950,18082.85
NIFTY,03-Nov-22,28-Dec-23,CE,18000,1695.1,1757.8,1691,1722.1,1718.65,1722.1,127,1252.59,109.59,82575,2000,18052.7
NIFTY,04-Nov-22,28-Dec-23,CE,18000,1722,1809.8,1700,1785.05,1800,1785.05,290,2862.12,252.12,89475,6900,18117.15
NIFTY,07-Nov-22,28-Dec-23,CE,18000,1815,1876.75,1755.05,1833.65,1830.3,1833.65,216,2139.34,195.34,95075,5600,18202.8
NIFTY,09-Nov-22,28-Dec-23,CE,18000,1853.5,1860,1790,1810.15,1790,1810.15,162,1606.79,148.79,98675,3600,18157
NIFTY,10-Nov-22,28-Dec-23,CE,18000,1756.9,1763.2,1689.2,1730,1740,1730,200,1972.3,172.3,102075,3400,18028.2
NIFTY,11-Nov-22,28-Dec-23,CE,18000,1850,1953.7,1840.75,1937,1938.6,1937,295,2935.97,280.97,109025,6950,18349.7
NIFTY,14-Nov-22,28-Dec-23,CE,18000,1935,1948.85,1892,1900.2,1892,1900.2,94,936.32,90.32,110975,1950,18329.15
NIFTY,15-Nov-22,28-Dec-23,CE,18000,1909.3,1960,1870,1942.75,1960,1942.75,353,3513.5,336.5,121225,10250,18403.4
NIFTY,16-Nov-22,28-Dec-23,CE,18000,1926.65,1960.3,1905,1928.8,1920,1928.8,227,2262.74,219.74,129025,7800,18409.65
NIFTY,17-Nov-22,28-Dec-23,CE,18000,1912.35,1940,1860,1888.1,1877.3,1888.1,237,2359.64,226.64,134725,5700,18343.9
NIFTY,18-Nov-22,28-Dec-23,CE,18000,1888.1,1888.1,1792.45,1841,1843.9,1841,158,1566.9,144.9,137275,2550,18307.65
NIFTY,21-Nov-22,28-Dec-23,CE,18000,1781.1,1781.1,1721.05,1732.1,1730,1732.1,217,2142.4,189.4,138475,1200,18159.95
NIFTY,22-Nov-22,28-Dec-23,CE,18000,1724.85,1768,1708.2,1759.2,1764.7,1759.2,159,1569.35,138.35,142775,4300,18244.2
NIFTY,23-Nov-22,28-Dec-23,CE,18000,1779.95,1806,1751.75,1763.2,1767,1763.2,153,1513.07,136.07,145025,2250,18267.25
NIFTY,24-Nov-22,28-Dec-23,CE,18000,1788.5,1930,1788.5,1896.6,1910.05,1896.6,249,2470.68,229.68,150275,5250,18484.1
NIFTY,25-Nov-22,28-Dec-23,CE,18000,1865.85,1900.3,1851.85,1883.35,1890,1883.35,141,1401.5,132.5,149625,-650,18512.75
NIFTY,28-Nov-22,28-Dec-23,CE,18000,1900,2010,1880.2,1919.35,1919.95,1919.35,143,1423.84,136.84,150375,750,18562.75
NIFTY,29-Nov-22,28-Dec-23,CE,18000,2000,2000,1910.15,1947.8,1950,1947.8,129,1288,127,149525,-850,18618.05
NIFTY,30-Nov-22,28-Dec-23,CE,18000,1990,2091,1960.05,2067.7,2080.7,2067.7,124,1240.98,124.98,150625,1100,18758.35
NIFTY,01-Dec-22,28-Dec-23,CE,18000,2118.65,2187.05,2081,2101.15,2109,2101.15,221,2222.19,233.19,151325,700,18812.5
NIFTY,02-Dec-22,28-Dec-23,CE,18000,2073.6,2073.6,1985.05,2029.9,2030,2029.9,97,971.36,98.36,152125,800,18696.1
NIFTY,05-Dec-22,28-Dec-23,CE,18000,2000,2045.05,1965,2027.2,2015,2027.2,92,920.45,92.45,153125,1000,18701.05
NIFTY,06-Dec-22,28-Dec-23,CE,18000,1982.5,2000.05,1955,1994.6,1995.05,1994.6,122,1218.4,120.4,153425,300,18642.75
NIFTY,07-Dec-22,28-Dec-23,CE,18000,1961,1980,1911.05,1928.75,1930,1928.75,52,518.56,50.56,152825,-600,18560.5
NIFTY,08-Dec-22,28-Dec-23,CE,18000,1930,1970,1915,1953.25,1965,1953.25,52,518.22,50.22,152775,-50,18609.35
NIFTY,09-Dec-22,28-Dec-23,CE,18000,1953,1970,1640.1,1861.75,1859.4,1861.75,67,665.49,62.49,152725,-50,18496.6
NIFTY,12-Dec-22,28-Dec-23,CE,18000,1800,1872,1771.85,1848.75,1852.4,1848.75,107,1061.08,98.08,151525,-1200,18497.15
NIFTY,13-Dec-22,28-Dec-23,CE,18000,1876.9,1949.5,1844.6,1944.8,1935,1944.8,88,875.65,83.65,151675,150,18608
NIFTY,14-Dec-22,28-Dec-23,CE,18000,1985.9,2019.45,1963.85,1984.7,1992.85,1984.7,136,1359.52,135.52,149175,-2500,18660.3
NIFTY,15-Dec-22,28-Dec-23,CE,18000,1984.05,2400,1793.35,1810.8,1800,1810.8,119,1182.77,111.77,147675,-1500,18414.9
NIFTY,16-Dec-22,28-Dec-23,CE,18000,1792.25,1852.55,1750.3,1771.8,1761.45,1771.8,266,2633.26,239.26,147775,100,18269
NIFTY,19-Dec-22,28-Dec-23,CE,18000,1776.5,1877.05,1776.5,1863.4,1860,1863.4,70,693.89,63.89,149475,1700,18420.45
NIFTY,20-Dec-22,28-Dec-23,CE,18000,1790,1846,1732.65,1820.7,1835.9,1820.7,180,1779.49,159.49,150725,1250,18385.3
NIFTY,21-Dec-22,28-Dec-23,CE,18000,1860.35,1865.6,1730,1743.3,1730,1743.3,181,1791.29,162.29,151425,700,18199.1
NIFTY,22-Dec-22,28-Dec-23,CE,18000,1743.35,1773.3,1650.05,1665.8,1664.05,1665.8,217,2135.48,182.48,154275,2850,18127.35
NIFTY,23-Dec-22,28-Dec-23,CE,18000,1600,1635,1440,1453.15,1464,1453.15,645,6296.37,491.37,160575,6300,17806.8
NIFTY,26-Dec-22,28-Dec-23,CE,18000,1465,1600,1445,1555.75,1540,1555.75,543,5302.57,415.57,167375,6800,18014.6
NIFTY,27-Dec-22,28-Dec-23,CE,18000,1588,1620.45,1512.5,1609.8,1608,1609.8,270,2642.17,212.17,170125,2750,18132.3
NIFTY,28-Dec-22,28-Dec-23,CE,18000,1576.95,1642.55,1500,1599.8,1589.2,1599.8,244,2391.94,195.94,172775,2650,18122.5
NIFTY,29-Dec-22,28-Dec-23,CE,18000,1568.65,1620.05,1520,1608.2,1619,1608.2,636,6220.23,496.23,182325,9550,18191
NIFTY,30-Dec-22,28-Dec-23,CE,18000,1625,1664.1,1547.35,1563.7,1561.3,1563.7,301,2951.45,242.45,184425,2100,18105.3
NIFTY,02-Jan-23,28-Dec-23,CE,18000,1550,1600,1539.1,1595.1,1575,1595.1,198,1938.69,156.69,187225,2800,18197.45
NIFTY,02-Jan-23,28-Dec-23,CE,18000,1550,1600,1539.1,1595.1,1575,1595.1,198,1938.69,156.69,187225,2800,18197.45
NIFTY,03-Jan-23,28-Dec-23,CE,18000,1571,1640,1546,1619.1,1620,1619.1,149,1459.67,118.67,187775,550,18232.55
NIFTY,04-Jan-23,28-Dec-23,CE,18000,1587.85,1604.9,1479.95,1490.6,1485.05,1490.6,416,4060.8,316.8,190325,2550,18042.95
NIFTY,05-Jan-23,28-Dec-23,CE,18000,1500,1528,1422,1460.25,1460.1,1460.25,376,3658.12,274.12,191775,1450,17992.15
NIFTY,06-Jan-23,28-Dec-23,CE,18000,1471.05,1485,1358,1386,1390,1386,485,4705.78,340.78,194775,3000,17859.45
NIFTY,09-Jan-23,28-Dec-23,CE,18000,1423,1533,1423,1503.95,1496.05,1503.95,453,4415.87,338.87,197775,3000,18101.2
NIFTY,10-Jan-23,28-Dec-23,CE,18000,1480,1481.65,1385,1411.15,1410.35,1411.15,356,3457.21,253.21,199775,2000,17914.15
NIFTY,11-Jan-23,28-Dec-23,CE,18000,1391.95,1443.9,1369,1387.75,1387.8,1387.75,293,2841.62,204.62,201425,1650,17895.7
NIFTY,12-Jan-23,28-Dec-23,CE,18000,1388.35,1407.3,1320.15,1357.4,1356,1357.4,433,4190.42,293.42,203475,2050,17858.2
NIFTY,13-Jan-23,28-Dec-23,CE,18000,1340,1440,1323.15,1401.4,1397.5,1401.4,333,3226.1,229.1,205575,2100,17956.6
NIFTY,16-Jan-23,28-Dec-23,CE,18000,1405.85,1435,1338,1357.35,1356,1357.35,294,2847.27,201.27,203925,-1650,17894.85
NIFTY,17-Jan-23,28-Dec-23,CE,18000,1366.15,1437.4,1366.15,1426.2,1424.55,1426.2,294,2852.37,206.37,205525,1600,18053.3
NIFTY,18-Jan-23,28-Dec-23,CE,18000,1435.5,1507,1400,1499.9,1504,1499.9,234,2279.65,173.65,206475,950,18165.35
NIFTY,19-Jan-23,28-Dec-23,CE,18000,1478,1479,1432.8,1453.7,1450.25,1453.7,208,2023.57,151.57,204225,-2250,18107.85
NIFTY,20-Jan-23,28-Dec-23,CE,18000,1450.25,1483.95,1412,1424.75,1426.9,1424.75,205,1992.87,147.87,204725,500,18027.65
NIFTY,23-Jan-23,28-Dec-23,CE,18000,1443.8,1504,1443.8,1476.05,1472.15,1476.05,224,2181.57,165.57,206275,1550,18118.55
NIFTY,24-Jan-23,28-Dec-23,CE,18000,1499.95,1525.8,1456.05,1470.65,1466,1470.65,142,1383.52,105.52,207125,850,18118.3
NIFTY,25-Jan-23,28-Dec-23,CE,18000,1449.5,1449.5,1355.3,1365.55,1375,1365.55,401,3886.86,277.86,206725,-400,17891.95
NIFTY,27-Jan-23,28-Dec-23,CE,18000,1355.05,1355.95,1189,1228.85,1241,1228.85,1020,9819.22,639.22,209575,2850,17604.35
NIFTY,30-Jan-23,28-Dec-23,CE,18000,1211.8,1285,1153.3,1231.25,1238.15,1231.25,501,4813.23,304.23,208575,-1000,17648.95
NIFTY,31-Jan-23,28-Dec-23,CE,18000,1243.6,1265.3,1167.35,1249.25,1262.05,1249.25,430,4133.31,263.31,210325,1750,17662.15
NIFTY,01-Feb-23,28-Dec-23,CE,18000,1267.45,1364.95,1109,1180.9,1165,1180.9,764,7352.85,476.85,210575,250,17616.3
NIFTY,02-Feb-23,28-Dec-23,CE,18000,1150.4,1202.35,1105.45,1167.65,1165.7,1167.65,437,4186.68,253.68,215325,4750,17610.4
NIFTY,03-Feb-23,28-Dec-23,CE,18000,1204.7,1297,1149.95,1283.45,1261.3,1283.45,634,6091.05,385.05,220875,5550,17854.05
NIFTY,06-Feb-23,28-Dec-23,CE,18000,1260,1260,1198.4,1222.25,1217,1222.25,380,3651.96,231.96,221725,850,17764.6
NIFTY,07-Feb-23,28-Dec-23,CE,18000,1230,1240,1181.55,1201.3,1203.05,1201.3,403,3869.47,242.47,225775,4050,17721.5
NIFTY,08-Feb-23,28-Dec-23,CE,18000,1200.85,1275,1200.35,1261.45,1254.35,1261.45,413,3975.36,258.36,228875,3100,17871.7
NIFTY,09-Feb-23,28-Dec-23,CE,18000,1250,1292.6,1211,1275.85,1277,1275.85,414,3985.94,259.94,230375,1500,17893.45
NIFTY,10-Feb-23,28-Dec-23,CE,18000,1230,1246.55,1215,1229.3,1226.5,1229.3,427,4105.3,262.3,235475,5100,17856.5
NIFTY,13-Feb-23,28-Dec-23,CE,18000,1260.05,1260.05,1171.45,1195.15,1192,1195.15,279,2678.21,167.21,238375,2900,17770.9
NIFTY,14-Feb-23,28-Dec-23,CE,18000,1202.25,1292.4,1200.05,1275.65,1275,1275.65,580,5584.23,364.23,248575,10350,17929.85
NIFTY,15-Feb-23,28-Dec-23,CE,18000,1251.5,1323.15,1237.65,1312.65,1323,1312.65,372,3585.53,237.53,247975,-600,18015.85
NIFTY,16-Feb-23,28-Dec-23,CE,18000,1353.2,1380,1306.75,1318.7,1307.15,1318.7,431,4170.14,291.14,249025,1050,18035.85
NIFTY,17-Feb-23,28-Dec-23,CE,18000,1285,1304.85,1230,1258,1257.2,1258,391,3766.86,247.86,251875,2850,17944.2
NIFTY,20-Feb-23,28-Dec-23,CE,18000,1257.95,1285,1201.3,1211.85,1213.8,1211.85,507,4877.28,314.28,253925,2050,17844.6
NIFTY,21-Feb-23,28-Dec-23,CE,18000,1210,1241.15,1182.15,1193.8,1196.15,1193.8,452,4340.97,272.97,256025,2100,17826.7
NIFTY,22-Feb-23,28-Dec-23,CE,18000,1152.05,1164.85,1051.35,1061.25,1053.05,1061.25,951,9085.57,526.57,261825,5800,17554.3
NIFTY,23-Feb-23,28-Dec-23,CE,18000,1047.4,1093.5,990.1,1015.6,1015,1015.6,720,6853.45,373.45,266125,4300,17511.25
NIFTY,24-Feb-23,28-Dec-23,CE,18000,1040,1040,924.5,940.15,933.05,940.15,875,8299.26,424.26,268025,1900,17465.8
NIFTY,27-Feb-23,28-Dec-23,CE,18000,900,937.25,848.05,879.3,889,879.3,1142,10778.19,500.19,274825,6800,17392.7
NIFTY,28-Feb-23,28-Dec-23,CE,18000,886.65,892,790.05,808.9,807.5,808.9,874,8233.07,367.07,281675,6850,17303.95
NIFTY,01-Mar-23,28-Dec-23,CE,18000,814.85,869,814.85,854.6,852,854.6,995,9376.14,421.14,305225,23550,17450.9
NIFTY,02-Mar-23,28-Dec-23,CE,18000,832.15,832.65,777.25,785,777.25,785,693,6514.98,277.98,302475,-2750,17321.9
NIFTY,03-Mar-23,28-Dec-23,CE,18000,824.95,935.7,823.15,906.8,900,906.8,1091,10297.87,478.87,326575,24100,17594.35
NIFTY,06-Mar-23,28-Dec-23,CE,18000,950,1012.1,940,948.4,951,948.4,910,8635.57,445.57,334325,7750,17711.45
NIFTY,08-Mar-23,28-Dec-23,CE,18000,895,970.4,886.35,964.15,965,964.15,579,5483.88,272.88,342325,8000,17754.4
NIFTY,09-Mar-23,28-Dec-23,CE,18000,966,972,895,899.5,895,899.5,666,6303.02,309.02,342375,50,17589.6
NIFTY,10-Mar-23,28-Dec-23,CE,18000,825.2,832,802.65,824.2,821,824.2,787,7404.65,321.65,343875,1500,17412.9
NIFTY,13-Mar-23,28-Dec-23,CE,18000,838.65,885,741,755.3,760,755.3,1107,10396.83,433.83,340625,-3250,17154.3
NIFTY,14-Mar-23,28-Dec-23,CE,18000,736.4,774,690.05,704.35,705.05,704.35,1476,13812.05,528.05,336175,-4450,17043.3
